period,seriesId,seriesDescription,stateId,stateDescription,value,unit
2020,REPRB,Renewable energy production,CO,Colorado,91301,Billion Btu
2020,RETCB,Renewable energy total consumption,ME,Maine,104563,Billion Btu
2020,RETCB,Renewable energy total consumption,TN,Tennessee,136258,Billion Btu
2020,RETCB,Renewable energy total consumption,CO,Colorado,99477,Billion Btu
2020,REPRB,Renewable energy production,TN,Tennessee,126214,Billion Btu
2020,REPRB,Renewable energy production,GA,Georgia,265602,Billion Btu
2020,REPRB,Renewable energy production,RI,Rhode Island,7323,Billion Btu
2020,REPRB,Renewable energy production,SC,South Carolina,128471,Billion Btu
2020,REPRB,Renewable energy production,IA,Iowa,709062,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,NH,New Hampshire,8687,Billion Btu
2020,REPRB,Renewable energy production,NJ,New Jersey,30746,Billion Btu
2020,REPRB,Renewable energy production,AR,Arkansas,84223,Billion Btu
2020,REPRB,Renewable energy production,NV,Nevada,48030,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,FL,Florida,38953,Billion Btu
2020,RETCB,Renewable energy total consumption,ND,North Dakota,90510,Billion Btu
2020,RETCB,Renewable energy total consumption,FL,Florida,273968,Billion Btu
2020,RETCB,Renewable energy total consumption,NH,New Hampshire,38691,Billion Btu
2020,RETCB,Renewable energy total consumption,MA,Massachusetts,67265,Billion Btu
2020,RETCB,Renewable energy total consumption,MT,Montana,65547,Billion Btu
2020,RETCB,Renewable energy total consumption,KS,Kansas,130848,Billion Btu
2020,RETCB,Renewable energy total consumption,DE,Delaware,6601,Billion Btu
2020,REPRB,Renewable energy production,NC,North Carolina,187618,Billion Btu
2020,REPRB,Renewable energy production,MT,Montana,61080,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,MI,Michigan,28672,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,LA,Louisiana,2226,Billion Btu
2020,RETCB,Renewable energy total consumption,NM,New Mexico,53016,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,AL,Alabama,1459,Billion Btu
2020,RETCB,Renewable energy total consumption,LA,Louisiana,136714,Billion Btu
2020,RETCB,Renewable energy total consumption,PA,Pennsylvania,173403,Billion Btu
2020,REPRB,Renewable energy production,IL,Illinois,289750,Billion Btu
2020,REPRB,Renewable energy production,NM,New Mexico,42880,Billion Btu
2020,REPRB,Renewable energy production,PA,Pennsylvania,144569,Billion Btu
2020,REPRB,Renewable energy production,AZ,Arizona,66319,Billion Btu
2020,REPRB,Renewable energy production,WY,Wyoming,39039,Billion Btu
2020,REPRB,Renewable energy production,WA,Washington,411233,Billion Btu
2020,RETCB,Renewable energy total consumption,MN,Minnesota,204836,Billion Btu
2020,RETCB,Renewable energy total consumption,OK,Oklahoma,163061,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,IL,Illinois,7881,Billion Btu
2020,REPRB,Renewable energy production,OH,Ohio,140720,Billion Btu
2020,REPRB,Renewable energy production,WV,West Virginia,20915,Billion Btu
2020,RETCB,Renewable energy total consumption,CA,California,736995,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,AK,Alaska,5009,Billion Btu
2020,RETCB,Renewable energy total consumption,SC,South Carolina,141796,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,OH,Ohio,17363,Billion Btu
2020,REPRB,Renewable energy production,DE,Delaware,2449,Billion Btu
2020,REPRB,Renewable energy production,WI,Wisconsin,170038,Billion Btu
2020,RETCB,Renewable energy total consumption,AR,Arkansas,90845,Billion Btu
2020,REPRB,Renewable energy production,IN,Indiana,206591,Billion Btu
2020,RETCB,Renewable energy total consumption,NV,Nevada,58350,Billion Btu
2020,RETCB,Renewable energy total consumption,WA,Washington,418531,Billion Btu
2020,REPRB,Renewable energy production,ND,North Dakota,142724,Billion Btu
2020,RETCB,Renewable energy total consumption,WY,Wyoming,31258,Billion Btu
2020,RETCB,Renewable energy total consumption,NY,New York,262830,Billion Btu
2020,REPRB,Renewable energy production,MN,Minnesota,270280,Billion Btu
2020,REPRB,Renewable energy production,MA,Massachusetts,46493,Billion Btu
2020,RETCB,Renewable energy total consumption,NE,Nebraska,145728,Billion Btu
2020,RETCB,Renewable energy total consumption,AK,Alaska,14013,Billion Btu
2020,RETCB,Renewable energy total consumption,SD,South Dakota,109785,Billion Btu
2020,RETCB,Renewable energy total consumption,NC,North Carolina,199763,Billion Btu
2020,REPRB,Renewable energy production,DC,District of Columbia,1443,Billion Btu
2020,RETCB,Renewable energy total consumption,IL,Illinois,205918,Billion Btu
2020,REPRB,Renewable energy production,OR,Oregon,222489,Billion Btu
2020,REPRB,Renewable energy production,HI,Hawaii,15106,Billion Btu
2020,RETCB,Renewable energy total consumption,US,United States,7300560,Billion Btu
2020,REPRB,Renewable energy production,KY,Kentucky,61308,Billion Btu
2020,REPRB,Renewable energy production,KS,Kansas,169674,Billion Btu
2020,REPRB,Renewable energy production,FL,Florida,215940,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,MD,Maryland,6704,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,CT,Connecticut,6507,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,HI,Hawaii,4581,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,MN,Minnesota,13833,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,NY,New York,27655,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,AZ,Arizona,13469,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,WY,Wyoming,3206,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,WI,Wisconsin,20264,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,SD,South Dakota,1956,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,DC,District of Columbia,239,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,NJ,New Jersey,8068,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,IN,Indiana,12974,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,CO,Colorado,10489,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,VA,Virginia,10299,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,VT,Vermont,10089,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,ND,North Dakota,941,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,MO,Missouri,13728,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,NM,New Mexico,8666,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,US,United States,535896,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,WV,West Virginia,6395,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,GA,Georgia,2911,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,NC,North Carolina,7922,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,MT,Montana,9334,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,MA,Massachusetts,9285,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,TN,Tennessee,4956,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,TX,Texas,8111,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,CA,California,72157,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,UT,Utah,4189,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,KY,Kentucky,8118,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,ME,Maine,13783,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,WA,Washington,21002,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,NV,Nevada,5483,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,KS,Kansas,3087,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,AR,Arkansas,5202,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,OK,Oklahoma,2587,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,MS,Mississippi,1087,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,OR,Oregon,19170,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,DE,Delaware,1176,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,RI,Rhode Island,1374,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,GA,Georgia,3579,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,SD,South Dakota,2826,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,WV,West Virginia,9662,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,FL,Florida,37582,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,CA,California,77692,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,AL,Alabama,2174,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,LA,Louisiana,2372,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,KY,Kentucky,12297,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,IN,Indiana,17127,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,US,United States,721493,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,MT,Montana,14278,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,IA,Iowa,6365,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,HI,Hawaii,4344,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,CT,Connecticut,8889,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,WA,Washington,32791,Billion Btu
2019,REPRB,Renewable energy production,IA,Iowa,752128,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,OK,Oklahoma,4445,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,MA,Massachusetts,13106,Billion Btu
2019,REPRB,Renewable energy production,FL,Florida,221681,Billion Btu
2019,REPRB,Renewable energy production,NC,North Carolina,174743,Billion Btu
2019,REPRB,Renewable energy production,CT,Connecticut,30697,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,NY,New York,40718,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,UT,Utah,5624,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,NM,New Mexico,14017,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,DC,District of Columbia,173,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,NE,Nebraska,3637,Billion Btu
2019,REPRB,Renewable energy production,RI,Rhode Island,6356,Billion Btu
2019,REPRB,Renewable energy production,MI,Michigan,191196,Billion Btu
2019,REPRB,Renewable energy production,MT,Montana,60957,Billion Btu
2019,REPRB,Renewable energy production,NM,New Mexico,45801,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,AK,Alaska,5664,Billion Btu
2019,REPRB,Renewable energy production,KS,Kansas,157699,Billion Btu
2019,REPRB,Renewable energy production,ND,North Dakota,132333,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,MO,Missouri,20480,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,KS,Kansas,4525,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,NH,New Hampshire,13890,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,ID,Idaho,16092,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,VA,Virginia,13912,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,AR,Arkansas,7921,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,PA,Pennsylvania,36421,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,DE,Delaware,1416,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,ND,North Dakota,1116,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,OH,Ohio,24346,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,AZ,Arizona,14926,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,OR,Oregon,29287,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,MS,Mississippi,1785,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,WY,Wyoming,4358,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,TN,Tennessee,7837,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,ME,Maine,22505,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,CO,Colorado,15279,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,SC,South Carolina,3083,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,MI,Michigan,42205,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,MD,Maryland,8490,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,TX,Texas,7450,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,MN,Minnesota,22478,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,VT,Vermont,15241,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,RI,Rhode Island,2043,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,IL,Illinois,9871,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,WI,Wisconsin,30226,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,NC,North Carolina,10630,Billion Btu
2019,RERCB,Renewable energy sources consumed by the residential sector,NJ,New Jersey,8407,Billion Btu
2019,REPRB,Renewable energy production,HI,Hawaii,14258,Billion Btu
2019,REPRB,Renewable energy production,NV,Nevada,47550,Billion Btu
2019,REPRB,Renewable energy production,VT,Vermont,30198,Billion Btu
2019,REPRB,Renewable energy production,AZ,Arizona,67849,Billion Btu
